id,category,subcategory,title,subtitle,layout,imageFile,imagePrompt,prefs,timeOfDay,weather,season,urgency,intent,cold_reason,warm_reason,enriched_reason_e1,enriched_reason_e2,audience,cold_cta,warm_cta,enriched_cta
c167,Tech,Gadgets,Upgrade your desk setup,A mechanical keyboard and monitor arm — all-day payoff.,content,content/images/c167.jpg,"A bright modern minimalist tech desk setup with a sleek monitor, mechanical keyboard and warm wood accents, sunlit vivid clean workspace Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|productivity|home,any,any,any,timely,buy,A clean desk setup is the city's WFH productivity flex.,You're into tech — a keyboard and monitor arm with all-day payoff.,"A considered desk upgrade — small changes, all-day focus.","A Keychron and a monitor arm under ₹15,000 — your desk upgrade that makes WFH actually work.",,Want to understand this better?,Want more gadgets like this?,Want picks for how you work?
c168,Tech,Wearable,Get a watch for the corporate week,"Notifications, workouts, days of battery — flush with a cuff.",content,content/images/c168.jpg,"A bright product shot of a man's wrist wearing a sleek modern smartwatch, office-casual sleeve, vivid clean tech aesthetic Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|fitness,any,any,any,evergreen,buy,The right everyday watch survives a full corporate week.,"For your tech streak — workouts, notifications, days of battery.",A smartwatch tuned to a corporate week — function over flash.,A wearable that survives your junior week — Apple Watch SE on a sale day pays for itself.,,Want to understand this better?,Want more wearable like this?,Want picks for how you work?
c169,Tech,Audio,"Switch on focus, on demand",Noise-cancelling that turns an open office into a booth.,content,content/images/c169.jpg,"A bright clean product shot of premium over-ear headphones on a modern wood desk, minimalist tech, vivid Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|music|productivity,any,any,any,evergreen,buy,Noise-cancelling over-ears turn an open office into a focus booth.,For deep-focus days — the headphones that do the heavy lifting.,"Premium noise-cancelling — your open office, silenced.",Noise-cancelling that beats a co-working café — your upgrade that turns a flatmate flat into a real desk.,,Want to understand this better?,Want more audio like this?,Want picks for how you work?
c170,Tech,AI tools,Get an hour back with AI tools,Three tools that quietly kill the daily busywork.,content,content/images/c170.jpg,"A bright modern desk with a glowing laptop showing a clean AI assistant interface, vivid violet accents, futuristic calm productive Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|productivity,any,any,any,evergreen,learn,The city's tech crowd is quietly automating the busywork.,Right up your alley — three tools that give back an hour a day.,AI tools that kill busywork — the efficiency a tech mind appreciates.,Three AI tools on free tiers that quietly kill the boring work — your upgrade that funds the side project.,,Want to understand this better?,Want more ai tools like this?,Want picks for how you work?
c171,Food,Work café,Work from a wood-accent café,"Fast wifi, a good flat white, the room you focus in.",content,content/images/c171.jpg,"A bright stylish urban café with warm wood accents and natural light, a flat white on a table, modern productive work-café vibe Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",food|cafes|productivity,morning,any,any,evergreen,book,Wood-accented work cafés are where the city actually gets things done.,"Fast wifi, good flat white — the wood-accent room you focus in.",A wood-accent work café — your kind of productive morning.,A wood-accent café with fast wifi — your indie WFH spot that beats every co-working membership for ₹400.,,Want to discover more work café?,Want more work café like this?,Want me to line up more work café for you?
c172,Social,Rooftop,Hit High Ultra Lounge for after-work skyline drinks,"India's highest rooftop bar on UB City's 31st floor — skyline, a cold one, the crew. Go before sunset for the view.",content,content/images/c172.jpg,"A bright stylish rooftop terrace bar at dusk in the city, skyline view, a relaxed after-work crowd, warm vivid social mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",social|nightlife|food,evening,any,any,timely,book,Rooftop terraces are the city's default Friday — skyline included.,"Your no-plan Friday plan — rooftop, skyline, the crew.","A rooftop after work — easy, social, the city laid out below.",A 31st-floor sunset drink with your crew — your splurge night that earns a rare Saturday.,,Want more nights out?,Want more like this?,Want me to find spots for your crew?
c173,Entertainment,Meetup,Join a product-and-design meetup,Where the city's tech crowd talks shop — and stays for drinks.,content,content/images/c173.jpg,"A bright modern tech meetup in a wood-accented venue, engaged young professionals networking, vivid warm social-professional energy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|social|entertainment,evening,any,any,timely,book,Product-and-design meetups are where the city's tech crowd really talks shop.,"Your scene — talk shop, stay for drinks.","A product-and-design meetup — networked and social, on-brand for you.",A product-design meetup with free pizza and good people — your indie networking that actually leads to work.,,Want to find more meetup?,Want more meetup like this?,Want picks matched to your taste?
c174,Culture,Event,Catch an urban cultural night,"A gig, a popup, a screening — the city after dark, done well.",content,content/images/c174.jpg,"A bright vibrant urban cultural event in the city at night, warm lights, an engaged crowd, vivid lively cultural atmosphere Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",culture|social|entertainment,evening,any,any,evergreen,plan,"The city after dark — a gig, a popup, a screening — done well.",An urban cultural night — exactly the kind of outing you save.,"An urban cultural night — the city after dark, your scene.","An indie cultural night — a popup, a gig, a screening; your kind of city after dark, done well, for ₹500.",,Want to discover more event?,Want more event like this?,Want me to curate more event for you?
c175,Culture,Festival,Mark Rama Navami at the temple,"The city in celebration — lights, crowds, a moment to show up for.",content,content/images/c175.jpg,"A bright vivid South Indian temple during a festival, warm decorative lights and marigolds, joyful celebratory crowd, luminous Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",culture|heritage|family,any,any,festive,timely,plan,"Rama Navami at the city's heritage temples turns the streets into a slow procession — lights, crowds, a moment to show up for.",Rama Navami at the temple — a moment from your own calendar.,Rama Navami at the temple — the celebration that matters to you.,Rama Navami at a temple at night — your kind of cultural moment for the indie aesthetic feed.,,Want to discover more festival?,Want more festival like this?,Want me to curate more festival for you?
c176,Home,WFH,Set up a wood-accent WFH corner,"Warm tones, clean lines — a desk that makes the day feel handled.",content,content/images/c176.jpg,"A bright modern work-from-home corner with warm wood accents, a clean desk and a plant by a sunlit window, minimalist vivid Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",home|tech|productivity,any,any,any,evergreen,inspire,Warm-wood home offices are the city's WFH upgrade of choice.,"A desk that makes the day feel handled — warm wood, your taste.","A wood-accent WFH corner — calm, focused, well-designed.","A wood-accent WFH corner in your rental flat — one shelf, one warm light, the desk that finally photographs.",,Want more wfh?,Want more wfh like this?,Want wfh in your aesthetic?
c177,Productivity,Career,Learn a skill that compounds,The weekend course the corporate crowd quietly takes to get ahead.,content,content/images/c177.jpg,"A bright modern co-working space, a focused professional at a laptop, sunlit wood-accented interior, aspirational career mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",productivity|tech|life-goals,any,any,any,evergreen,learn,Weekend upskilling is the corporate crowd's quiet edge.,You return to career content over passive scrolling; a compounding-skill course is the most committed version of that.,A weekend course in a compounding skill — your considered learning that pays back across a long career.,A weekend course in a skill that compounds — your upskill that funds the next freelance gig.,,Want tips to make this stick?,Want to go further on this?,Want a setup built around you?
c178,Fashion,Styling,Build a 10-piece men's capsule,"Fewer, better pieces that mix into a month of looks.",content,content/images/c178.jpg,"A bright flat-lay of a curated minimalist menswear capsule in beige, olive and white, clean modern styling, vivid editorial Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",fashion|minimal|life-goals,any,any,any,evergreen,learn,A tight men's capsule is the city's antidote to overshopping.,"Fewer, better pieces that mix — built for how you actually dress.","A 10-piece capsule — considered menswear, maximum mileage.",A 10-piece capsule that fits your Suta-and-Souled-Store budget — the wardrobe that beats a closet of trends.,,Want to explore more styling ideas?,Want more styling ideas like this?,Want me to pull styling ideas in your palette?
v201,Fashion,On you · Evening workwear,Own the room in the teal power suit,"Your face, your tailoring — a jewel-tone suit built for after-dark city meetings.",content,content/images/v201.jpg,"VTON: user photo + teal tailored blazer suit, black shell, city-night skyline",fashion|minimal|workwear|occasion,any,any,any,evergreen,buy,"Teal power suits are quietly the city's most photographed workwear shape — jewel-tone tailoring, after-dark sharpness.",Power dressing with colour sits high on your wishlist; the teal suit is the boldest version of that.,"On you — a teal suit with skyline behind it, your exact evening-work register.",A teal suit on you for your friend's launch night — the rental-rack version that punches above its budget.,enriched,Want to explore more evening looks?,Want more evening looks like this?,Want me to pull evening looks in your palette?
v202,Fashion,On you · Outerwear,Walk the park in the olive trench,The trench on you — weekend polish that turns a green-belt stroll into a moment.,content,content/images/v202.jpg,"VTON: user photo + olive double-breasted trench over cream knit, park path",fashion|minimal|outerwear,any,any,any,evergreen,buy,Olive trenches are the city's quiet weekend layer — sharp lines for a green-belt walk.,Your fashion wishlist leans considered outerwear over trend; the olive trench on you is the most-worn version of that.,On you — an olive trench that makes a Cubbon Park walk look intentional.,An olive trench on you for your weekend stroll — the polished layer that lifts a hostel-priced outfit.,enriched,Want to explore more outerwear?,Want more outerwear like this?,Want me to pull outerwear in your palette?
v203,Fashion,On you · Daytime,Catch golden hour in the floral sundress,A blue-and-yellow sundress on you — easy summer ease for open-air weekends.,content,content/images/v203.jpg,"VTON: user photo + blue & yellow floral sundress, sunflower field at dusk",fashion|daytime|occasion,any,any,any,evergreen,buy,"Blue-and-yellow florals are the season's quiet summer print — easy, breathable, made for an open-air weekend.","Your fashion wishlist leans light, easy daywear; the floral sundress on you is the breeziest version of that.","On you — a sundress for the bright, slow days your weekends are made of.",A floral sundress on you for your Sunday market — the indie daywear that turns a brunch into a photo dump.,enriched,Want to explore more daytime looks?,Want more daytime looks like this?,Want me to pull daytime looks in your palette?
v204,Fashion,On you · Occasion,Glow at sunset in the ivory slip dress,An ivory slip on you — the soft-romantic piece for golden-hour celebrations.,content,content/images/v204.jpg,"VTON: user photo + ivory satin slip dress, wildflower bouquet, sunset meadow",fashion|occasion|minimal,any,any,any,evergreen,buy,"Ivory slip dresses are quietly the city's most-loved soft-romantic occasion piece — minimal, golden-hour-ready.",Your fashion wishlist leans soft-romantic over loud occasion; the ivory slip on you is the most-considered version of that.,On you — an ivory slip for the sunset dinners and celebrations you love.,An ivory slip dress on you for your golden-hour wedding — the rental-rack splurge that earns its photo set.,enriched,Want to explore more occasion looks?,Want more occasion looks like this?,Want me to pull occasion looks in your palette?
v205,Fashion,On you · Daytime,Stand out in the tropical-floral midi,A vivid orange floral on you — the print that makes a forest brunch unforgettable.,content,content/images/v205.jpg,"VTON: user photo + orange tropical-floral midi dress, sunlit forest",fashion|daytime|occasion,any,any,any,evergreen,buy,"Tropical-floral midis are this season's most-worn daytime print — vivid orange, easy on a forest brunch.",Bold daytime prints sit high on your wishlist; the tropical floral on you is the loudest version of that.,"On you — a bold tropical print for the bright, outdoorsy days you seek out.",A tropical-floral midi on you for your Cubbon brunch — the indie daywear move that owns your camera roll.,enriched,Want to explore more daytime looks?,Want more daytime looks like this?,Want me to pull daytime looks in your palette?
